closer_vals
0.355983102
0.054243533
0.143664169
0.122475705
0.108701889
0.31833828
0.201390849
0.130210446
0.134891011
0.094294778
0.352058979
0.16368728
0.081922376
0.056976021
0.002664703
0.125877037
0.27278412
0.295035441
0.120542503
0.133474583
0.263011252
0.270360684
0.228205315
0.260250004
0.17455726
